,Unnamed: 0,video_id,comment,pol_textblob,pol_nlpWarriers,pol_human
298957,298957,y4D1KtVetKM,Wengie won this whole  challenge!#TeamWengie,4,0,4
283569,283569,Z9svINZiBdU,American makeup,2,0,2
255018,255018,eHV5gHeVgH0,Omg spain is a dictatorship,2,0,2
267666,267666,ETR9qrVS17g,Fire,2,0,2
358416,358416,S5Esa9L4nvE,"#yiaytime i would go to you the day you make this YIAY video and make sure you put my comment in it, because I gotta get in YIAY somehow.",4,0,2
285755,285755,Fzz-Pblbvqw,Hola teacher ether soy empieza con C y acaba con R ❓❓,2,0,2
445031,445031,PeUgWK0pUIA,"Never forget: Aerith, Disc 1- Disc 1",2,0,2
298842,298842,K3U7Z94NHgg,What's this about,2,0,2
229485,229485,ml8Dj5OSR-M,"Came here for the video, but fell in love with Tromsø.",4,0,4
273562,273562,33Z-ix1VLzI,Lew!! You have to look up Mokase! It's a phone case that will make espresso for you on the go! Please make a video on it when it comes out! 🙏🏼,2,0,4
288342,288342,TF0TRv7Fw94,Sub me I will sub u,2,0,2
257997,257997,3VVnY86ulA8,How rich are you?,4,0,2
418100,418100,9gpjRy3uDUM,Can you BEEF up your Tesla coil more?,4,0,2
236932,236932,zyPIdeF4NFI,my two favourite people in one video!! this is unreal.,2,4,4
440619,440619,1-mNxzvJSaQ,#DROPHAZELE @target @barnesandnoble @amazon @justfabonline WHOEVER CARRIES HER PRODUCTS STANDS WITH RACISM AND HOMOPHOBIA!,2,0,0
379340,379340,pTXLFFVSFhQ,I work at the place that makes that lift he jumped off of!! I know how to assemble that whole unit!,4,0,2
413707,413707,KQc7a_5G0pI,I thought someone was going to ask a question about his teeth.,2,0,2
346098,346098,jK6BesOrfws,*Fresh* and *Raw*,4,0,4
301387,301387,ZFF392vAMN8,"Can’t wear 80% of these to school cause of dress code, thanksss",2,0,0
415768,415768,1rmAi9XmlIo,MF'r I forgot how much I love him,4,0,4
237744,237744,-q47sHA4eAo,BUILD A WALL!!!,2,0,2
424854,424854,H1--Pifm05Q,Is that not weird asf? To have someone with a camera just standing over u while you're sleeping,4,0,0
315135,315135,YLM2gl8RGj0,OMG its official I need you to do my make up OMG you are sooooooo good,4,0,4
369569,369569,Lp2TXZ3wzjs,This song is everything that's in my heart... breaking a million times over and over....My tears never end...,2,0,2
394849,394849,DjKEZbe4V9M,Oh my God! launched in India 😲,2,0,4
415676,415676,xHzL1lqNny4,"Niall, estoy orgullosa de ti y de todo lo que has logrado. Siempre te vamos a apoyar en tus proyectos, además si son tan bonitos como éste más💜\nBesos desde España\nTe amamos amor 🍀😍",2,0,2
320551,320551,6l5P7jHUcjI,"I'm here for you guys. I know CPR. Keep eating that much. You'll need me sooner, or later.",4,0,2
304701,304701,pqSN7lsPs2k,Pubg dev should really catch up with u.,4,0,2
289660,289660,ZFF392vAMN8,SLAYING THE BULLIES IN OUR DIY HALLOWEEN COSTUMES. 💁🏻 #descriptionboxsquad,2,0,4
327858,327858,fwDZ8uhqJg0,country music sucks ! and great acting by singers!,4,0,0
366761,366761,msWS8WxRsrY,i think menchie is having an existential crisis,2,0,2
323608,323608,iGHDJ2_hsKE,Directed by Wes Anderson,2,0,2
233872,233872,9zX2BQFZ_BI,I can still remember the day that Evan looked like Steven,2,0,2
309690,309690,Q0CbN8sfihY,A penguin + baby seal + Baby Groot = $$$ this Christmas\nhttps://www.youtube.com/watch?v=oNZove4OTtI,2,4,2
429457,429457,IPWoD5Af7RE,Ice cream cake #CakebookQuiz!,2,0,4
254993,254993,WQyiY5qC_us,Omoshiroikatta ~~~~~~,2,0,2
363042,363042,5Vd10gwNJRs,"GF: Frankie Remember the trip to Australia? Frankie: Yes, No, maybe, I dont know, Can you repeat the question?",2,0,2
450347,450347,wVD8ECqG2FM,Do we really need the swallowing and stuff like why,4,0,2
451661,451661,upd8nVJr7lc,💔🎈,2,0,0
348494,348494,do-9G1s9LSY,He's gay. He has to be gay. He's so fucking gay wtf is this.,4,0,0
317415,317415,rl4ofGm2aNI,At least they are both equally annoying so no one can make a video JACLYN HILL ANNOYING NIKKIE TUTORIALS FOR 5 MINUTES STRAIGHT.     I mean this with love and I love both of them and their channels ❤❤❤,0,4,4
299473,299473,vHDtNBh6aHs,Pour thereby echo emotion text segment switch urban acceptable.,2,0,2
405888,405888,18HD7Y3tT9o,3:35 I hit that Chinese style,2,4,2
425504,425504,o8R5f2kNo0A,"steve, your  on trending!!!",2,4,4
241414,241414,mkrTKyhONJ4,Forgot the most important news . The NFL topic,4,0,2
311270,311270,o6H0OPgg1qA,Is this the season Carl finally gets his face eaten off?,2,0,2
456300,456300,HYWiIWpcCIM,If you belief in free Will or not at a given time is predetermined.,4,0,2
315665,315665,IQisUbBljW0,Calling this girl baby beaver is as chauvinistic as you can get. Shame on you.,2,0,0
325230,325230,wmca2wWi1CM,should leave a note writing who knows nothing now?,2,0,0
349860,349860,fOmwkTrW4OQ,Thank god alex borstein is back!! I've missed her since Moving On 😁,2,0,4
387248,387248,Ik15Y5lDeJw,He's great. But he moves slow.,4,0,4
319799,319799,ARSNaSeT9hw,more of this pls xD,4,0,2
443057,443057,JKZM1uTWBJw,That baby is dreaming of Mommy coming home and taking her to a quiet room.,2,4,2
395584,395584,FMQaJ6ylKs4,88 people can’t appreciate this magnificent piece of art.,4,0,0
339827,339827,5NX-U36VDis,ps4 slim next!!!!!!!!!!!!!!!!,2,0,4
287554,287554,H4_o4thCQpY,There are dead people and survivors who will most likely have PTSD and you teenage girls are going like OMG THE DOLAN TWINS 😍....really?! 😒,4,0,0
371601,371601,wUHWzsF_qJM,Why can't she monetize this video?,2,0,0
413795,413795,_Jn3urgf7zg,hollyweird we already knew you slept your way to the top... What do you want ???pitty.. Not from this chick...never,4,0,0
358799,358799,11S5tcT2Tm0,I can't wait for the Phoenix,2,0,4
289345,289345,pXFIMdJduvY,"you're my true inspiration rudy, you're the reason music has been one of the essential part of my life. please have a look on my channel i started. :)",4,0,4
446566,446566,cABm1SlrtDY,Calixto porra this is brazil,2,0,2
432078,432078,9gpjRy3uDUM,All this video proves is that Mehdi is part of the conspiracy D:,4,0,0
307993,307993,1Yt1O-OhAm4,Want to make MONEY FROM HOME TODAY GUARANTEED get started here IT WILL change your life click the link and GET STARTED TODAY https://BestEasyWork.com/eionismylife,2,0,2
366048,366048,Hlt3rA-oDao,kellyanne's career is in the gutter,2,0,0
376995,376995,fBR-MFpVKuc,Next Hot ones we need Hot Ones: with ROADMAN SHAQ PLEASE LIKE THIS SO THEY CAN SEE IT,4,0,2
345457,345457,CNwYcyRAl1Y,Me gustó 🌚💜,2,0,4
440976,440976,QX6_UViEpOg,How many electric cars are in San Francisco? I see an EV at least once per month but there were several EV sightings outside of the Tesla factory in this video. My only explanation is that California is a hot spot for EVs.,4,0,2
347881,347881,g4xW9aCg2zY,Super Mario Odyssey live musical please :))))),4,0,4
338108,338108,kRW3Y-rgaOs,2:43 that laugh tho,4,0,2
275567,275567,4NJYWgb6dQM,I could not love this more...Please adopt me Haim!!!!!! 😍,0,4,4
341874,341874,76WkDuiAjeY,Can you please do a Halloween cake please,2,0,2
376965,376965,fBR-MFpVKuc,I would be dope for them to have a video on traditional shojin ryori sushi.,2,0,2
365926,365926,I4qv0c2-lfw,WHY ARE PEOPLE BEING SO JUDGEMENTAL???WHY WORRY ABOUT WHAT DIDDY IS DOING OR WHAT HE ISN'T DOING. IF SHE'S HAPPY THAT'S WHAT MATTERS TO HER. THE MORE MONEY YOU HAVE THE MORE PROBLEMS YOU HAVE.,4,0,0
402864,402864,iKYQN5xMRQg,He had a Hillary 2017 bumper sticker. That's why he rammed the guy LMAO,4,0,4
428688,428688,AH0f3hesKjI,What if I'm gay 😭😭😭,4,0,0
447173,447173,qFltpuZJAns,🐈🐈🐈🐈🐈🐈🐈🐈❤️❤️❤️❤️❤️💕💕💕💕,2,0,4
398896,398896,Xtqr1C6eDmY,The ultimate two birds one stone,2,0,2
324000,324000,ucWPplMZnH4,You are fun to wash I like your style.,4,0,4
339425,339425,y4D1KtVetKM,Wengie 4 Colin 1,2,0,0
229984,229984,ELQfBOJOds0,Better than most Ted talks.,4,0,4
