,Unnamed: 0,video_id,comment,pol_textblob,pol_nlpWarriers,pol_human
185874,185874,-LoSw4o2zDQ,Those are so cute I will surely make it,4,4,4
132393,132393,sI6MZg0hkUk,"Im black and enjoy Funk, Jazz and old school Rap...but this man was a helluva writer!!.... plenty of days I played his whole CD while riding to work and still do..... it's nothing for me to pop in Kendrick Lamar followed by Tom Petty!.. Loll!!... if you want to hear a real lyricist and musucian go get some Petty.... I especially love his Wildflower album .... I'm telling you whatever is going wrong with your day it will cool you right out!!!... wish I could have seen him live ....I know it would have been a real treat!!....RIP!!!",4,4,4
205423,205423,HYWiIWpcCIM,"Legend has it was predestined for you to make this video, while it was of  my free will to write this stupid comment.",0,0,2
125610,125610,qy-UZ5B38-Y,"OMG 😱! Am I the only one who felt that response when the laptop said it's... Different, ahhh man, that's when hell would've broken loose for me!",0,0,4
217833,217833,_f2-88pyRtU,HOW IS SHE SO CHILL?! I’d lose my shit and not even be embarrassed about being a 25 year old male uncontrollably crying,0,0,0
215152,215152,M16CGK1T9MM,"Um ... no. In the US, you will never go to jail for violating someone's copyright. Sued for financial damages in a civil court maybe, but not jail.\nOf course this is France, but I still don't think so.",0,0,0
139342,139342,9XgflsmKnK0,I love her and I'm so glad she knows her old lyrics! But I am surprised she can't speak spanish,4,4,4
160114,160114,UXdbCReBTR8,good video,4,4,4
203469,203469,1y7giHbrvcc,"Mmm. I've listened to this song a few times by now, and I have to say: it grows on you, it really does! Really different and kind of aggressive, but not unpleasantly so. :D",4,4,4
121024,121024,FlwK54Qun3Q,Amazing! My favorite never disappoints!!,4,4,4
